번호,업체명,모델명,월간소비전력량(kwh/월),연간에너지비용(원),용량,효율등급,시간당 이산화탄소 배출량
351,주식회사 씨엔컴퍼니,REF-D212S,24.96,"48,000",210.6,3,210.6
352,삼성전자(주),RF85B9271AP,41.07,"79,000",867.7,1,867.7
353,삼성전자(주),RF85B90P1AP,40.75,"78,000",881.4,1,881.4
354,하이얼 전자판매(주),WRF228SC,31.27,"60,000",225.4,3,225.4
355,주식회사 가람,RJ153TTP,28.69,"55,000",149.5,3,149.5
356,주식회사 가람,RJ208TTP,20.59,"40,000",201.7,2,201.7
357,주식회사 가람,RH70NSC,16.36,"31,000",69.9,4,69.9
358,하이얼 전자판매(주),BC-90,14.67,"28,000",84.2,4,84.2
359,하이얼 전자판매(주),HRT50MDB,14.25,"27,000",47.1,5,47.1
360,하이얼 전자판매(주),HRT95MDB,24.68,"47,000",84.1,4,84.1
361,주식회사 씨엔컴퍼니,BCD-211QKAB,24.96,"48,000",210.6,3,210.6
362,하이얼 전자판매(주),HRT50MDW,14.25,"27,000",47.1,5,47.1
363,하이얼 전자판매(주),HRT95MDW,24.68,"47,000",84.1,4,84.1
364,LG전자(주),X322AA8,13.25,"25,000",386.6,1,386.6
365,주식회사 위니아에이드,BWRB181EEMWWO(A),33.55,"64,000",181.7,3,181.7
366,주식회사 위니아에이드,WWRB181EEMWWO(A),33.55,"64,000",181.7,3,181.7
367,LG전자(주),BC1L2AA,13.25,"25,000",386.6,1,386.6
368,LG전자(주),X322AA5,13.25,"25,000",386.6,1,386.6
369,LG전자(주),X322AA3,13.25,"25,000",386.6,1,386.6
370,주식회사 위니아에이드,WWRB181EEMWWO,33.55,"64,000",181.7,3,181.7
371,루컴즈전자 주식회사,R205M01-S,26.77,"51,000",205,3,205
372,LG전자(주),X322GB5,13.25,"25,000",386.6,1,386.6
373,LG전자(주),X321AA8,13.25,"25,000",386.6,1,386.6
374,LG전자(주),M623GNN092,36.26,"70,000",601.9,2,601.9
375,오텍캐리어냉장 주식회사,KRNF427SPH1,44.29,"85,000",427,4,427
376,루컴즈전자 주식회사,R045G01-S,14.11,"27,000",45,5,45
377,LG전자(주),X322GB8,13.25,"25,000",386.6,1,386.6
378,오텍캐리어냉장 주식회사,CRF-TD138WPS,24.37,"47,000",138.5,3,138.5
379,주식회사 스타리온성철,M272PR35BR,34.45,"66,000",273.1,2,273.1
380,주식회사 스타리온성철,M272PR35BL,34.45,"66,000",273.1,2,273.1
381,주식회사 코스모앤컴퍼니,SKBbs 4350,12.91,"25,000",367,1,367
382,삼성전자(주),RS84T508115,42.42,"81,000",850.6,1,850.6
383,삼성전자(주),RS84A5041W4,46.42,"89,000",850.6,2,850.6
384,삼성전자(주),RS84T5080M9,42.3,"81,000",849.5,1,849.5
385,삼성전자(주),RS84A5080CW,40,"77,000",849.5,1,849.5
386,삼성전자(주),RS84T50716C,46.42,"89,000",850.6,2,850.6
387,삼성전자(주),RS84T5041SA,46.42,"89,000",850.6,2,850.6
388,삼성전자(주),RS84A5041G2,46.42,"89,000",850.6,2,850.6
389,삼성전자(주),RS84T5071WW,46.42,"89,000",850.6,2,850.6
390,삼성전자(주),RS84T5041WW,46.42,"89,000",850.6,2,850.6
391,삼성전자(주),RS84T5081SA,42.42,"81,000",850.6,1,850.6
392,삼성전자(주),RS84T5061M9,45.6,"88,000",850.6,2,850.6
393,삼성전자(주),RS84T5071SL,46.42,"89,000",850.6,2,850.6
394,삼성전자(주),RS84T5041M9,46.42,"89,000",850.6,2,850.6
395,삼성전자(주),RS84A5041CW,46.42,"89,000",850.6,2,850.6
396,주식회사 위니아에이드,EWRB211EEMWWO(A),27.33,"52,000",203.8,3,203.8
397,주식회사 위니아에이드,WWRB211EEMWWO(A),27.33,"52,000",203.8,3,203.8
398,주식회사 위니아에이드,WWRB211EEMWSO(A),27.33,"52,000",203.8,3,203.8
399,주식회사 위니아에이드,EWRB211EEMISO(A),27.33,"52,000",203.8,3,203.8
400,삼성전자(주),RS84A5080CE,40,"77,000",849.5,1,849.5
401,삼성전자(주),RS84T5061B4,45.6,"88,000",850.6,2,850.6
402,주식회사 위니아에이드,WWRB211EEMWWO,27.33,"52,000",203.8,3,203.8
403,삼성전자(주),RS84A5001CW,47.31,"91,000",855.7,2,855.7
404,삼성전자(주),RS84T5071M9,46.42,"89,000",850.6,2,850.6
405,삼성전자(주),RS80T5190B4,45.54,"87,000",810.8,2,810.8
406,주식회사 위니아전자매뉴팩처링,EWRG568EEMPS1,33.74,"65,000",562,2,562
407,주식회사 위니아전자매뉴팩처링,EWRG514EEMES,50.02,"96,000",506,4,506
408,주식회사 위니아전자매뉴팩처링,EWRG514EEMDW,50.02,"96,000",506,4,506
409,주식회사 위니아전자매뉴팩처링,WWRG568EEMTS1,33.74,"65,000",562,2,562
410,LG전자(주),T873MWW012,54.58,"105,000",876.5,2,876.5
411,LG전자(주),T873MGB312,54.58,"105,000",876.5,2,876.5
412,LG전자(주),T873MTE012,54.58,"105,000",876.5,2,876.5
413,LG전자(주),T873MWW312,54.58,"105,000",876.5,2,876.5
414,LG전자(주),T873MKE312,54.58,"105,000",876.5,2,876.5
415,LG전자(주),T873MTE312,54.58,"105,000",876.5,2,876.5
416,LG전자(주),T873MGB012,54.58,"105,000",876.5,2,876.5
417,LG전자(주),T873MKE012,54.58,"105,000",876.5,2,876.5
418,주식회사 위니아전자매뉴팩처링,WWRG568,33.74,"65,000",562,2,562
419,주식회사 위니아전자매뉴팩처링,HDR-G517LHR,34.26,"66,000",506,3,506
420,주식회사 위니아전자매뉴팩처링,EWRG514,50.02,"96,000",506,4,506
421,주식회사 위니아전자매뉴팩처링,EWRG517EEMPS1,34.26,"66,000",506,3,506
422,주식회사 위니아전자매뉴팩처링,WWRG517EEMTS1,34.26,"66,000",506,3,506
423,주식회사 위니아전자매뉴팩처링,GWRG517EEMTS1,34.26,"66,000",506,3,506
424,주식회사 더블유아이,KAO133R,26.24,"50,000",132.2,3,132.2
425,오텍캐리어냉장 주식회사,KRDT138WEM1,30.17,"58,000",139.2,3,139.2
426,주식회사 더블유아이,KAO80R,25.39,"49,000",87.6,4,87.6
427,하이얼 전자판매(주),BCD-518WF,61.25,"118,000",512,4,512
428,주식회사 위니아전자매뉴팩처링,WWRG517,34.26,"66,000",506,3,506
429,주식회사 위니아전자매뉴팩처링,WWRB514GSGDN,48.01,"92,000",501,4,501
430,LG전자(주),T873MEE312,54.58,"105,000",876.5,2,876.5
431,주식회사 위니아전자매뉴팩처링,WWRB514GSGDD,48.01,"92,000",501,4,501
432,LG전자(주),M623GNN392,37.23,"71,000",604.7,2,604.7
433,LG전자(주),T873MKE111,41.95,"81,000",873.3,1,873.3
434,주식회사 가람,RJ172NTC,20.45,"39,000",170.2,3,170.2
435,주식회사 가람,RJ172NTR,20.45,"39,000",170.2,3,170.2
436,LG전자(주),T873MEE111,41.95,"81,000",873.3,1,873.3
437,LG전자(주),T873MTE111,41.95,"81,000",873.3,1,873.3
438,주식회사 가람,RJ50NSCR,11.07,"21,000",42.1,5,42.1
439,LG전자(주),T873MWW111,41.95,"81,000",873.3,1,873.3
440,LG전자(주),W823GTB172,52.59,"101,000",823.8,2,823.8
441,주식회사 위니아에이드,WWRC121EEMWWO(A),18.5,"36,000",122,3,122
442,삼성전자(주),RF85B93713Y,41.52,"80,000",865.5,1,865.5
443,주식회사 위니아에이드,WWRC246EEMSUO(A),34.9,"67,000",237,3,237
444,루컴즈전자 주식회사,RTW155H1,24.82,"48,000",155,3,155
445,삼성전자(주),RF85B9371AP,41.52,"80,000",865.5,1,865.5
446,LG전자(주),W823GBB482,52.59,"101,000",823.8,2,823.8
447,주식회사 위니아에이드,WWRC121WWMWWO,18.5,"36,000",122,3,122
448,LG전자(주),W823AAA172,52.59,"101,000",823.8,2,823.8
449,LG전자(주),W823GKB172,52.59,"101,000",823.8,2,823.8
450,LG전자(주),W823GBB172,52.59,"101,000",823.8,2,823.8
451,LG전자(주),W823AAA482,52.59,"101,000",823.8,2,823.8
452,LG전자(주),T874MWW111,41.95,"81,000",873.3,1,873.3
453,LG전자(주),W823AAA472,52.59,"101,000",823.8,2,823.8
454,루컴즈전자 주식회사,DF2-20,24.82,"48,000",155,3,155
455,LG전자(주),W823SKV472,52.59,"101,000",823.8,2,823.8
456,LG전자(주),W823SGS482,52.59,"101,000",823.8,2,823.8
457,주식회사 위니아에이드,WWRC246EEMSUO,34.9,"67,000",237,3,237
458,주식회사 위니아에이드,BWRB248EEMYSO(A),29.2,"56,000",235.8,2,235.8
459,주식회사 위니아에이드,BWRB248EEMISO(A),29.2,"56,000",235.8,2,235.8
460,주식회사 위니아에이드,ERT118CB(A),17.96,"34,000",118,3,118
461,주식회사 위니아에이드,ERT118CC(A),17.96,"34,000",118,3,118
462,LG전자(주),W823GBB472,52.59,"101,000",823.8,2,823.8
463,주식회사 위니아에이드,ERT118CP(A),17.96,"34,000",118,3,118
464,주식회사 위니아에이드,EWRB326EEMISO(A),35.9,"69,000",312.9,2,312.9
465,주식회사 위니아에이드,WWRC326EEMSUO(A),36.45,"70,000",309.9,2,309.9
466,주식회사 위니아에이드,EWRB326EEMWWO(A),35.9,"69,000",312.9,2,312.9
467,주식회사 위니아에이드,ERT118CB,17.96,"34,000",118,3,118
468,주식회사 위니아에이드,WWRB326EEMISO(A),35.9,"69,000",312.9,2,312.9
469,주식회사 위니아에이드,NWRB248EEMWWO(A),29.2,"56,000",235.8,2,235.8
470,주식회사 위니아에이드,WWRB248EEMWWO(A),29.2,"56,000",235.8,2,235.8
471,주식회사 위니아에이드,EWRB248EEMYSO(A),29.2,"56,000",235.8,2,235.8
472,주식회사 위니아에이드,EWRB248EEMWWO(A),29.2,"56,000",235.8,2,235.8
473,주식회사 위니아에이드,WWRB248EEMISO(A),29.2,"56,000",235.8,2,235.8
474,주식회사 위니아에이드,EWRC326EEMSUO(A),36.45,"70,000",309.9,2,309.9
475,주식회사 위니아에이드,EWRB328EEMWWO,35.9,"69,000",312.9,2,312.9
476,삼성전자(주),RT09BG004WW,23.77,"46,000",90.3,4,90.3
477,주식회사 위니아에이드,WWRC326EEMWSO,36.45,"70,000",309.9,2,309.9
478,주식회사 위니아에이드,WWRB248EEMWWO,29.2,"56,000",235.8,2,235.8
479,오텍캐리어냉장 주식회사,KRNF618BPS1,34.07,"65,000",618,2,618
480,LG전자(주),J814MEE35,46.13,"89,000",812.3,2,812.3
481,LG전자(주),J814MHH12,46.13,"89,000",812.3,2,812.3
482,LG전자(주),J814MEE75,47.77,"92,000",812.3,2,812.3
483,LG전자(주),M873AAA171,41.56,"80,000",865.5,1,865.5
484,LG전자(주),M873GKB171,41.56,"80,000",865.5,1,865.5
485,오텍캐리어냉장 주식회사,KRNF436PPS1,41.85,"80,000",436.4,4,436.4
486,LG전자(주),M873GBB171,41.56,"80,000",865.5,1,865.5
487,오텍캐리어냉장 주식회사,HRF566NFPS2,46.23,"89,000",565.5,3,565.5
488,오텍캐리어냉장 주식회사,KRNC312WSM1,35.5,"68,000",312.5,2,312.5
489,주식회사 위니아전자매뉴팩처링,WWRW928GSGCO,52.03,"100,000",870,2,870
490,주식회사 위니아전자매뉴팩처링,WWRW928GSGCC,52.03,"100,000",870,2,870
491,삼성전자(주),RR09BG014WW,13.7,"26,000",89,3,89
492,오텍캐리어냉장 주식회사,KRDO48WLI1,11.68,"22,000",47.4,4,47.4
493,오텍캐리어냉장 주식회사,KRDO93WLI1,15.09,"29,000",93,3,93
494,오텍캐리어냉장 주식회사,KRNF436MPS1,41.85,"80,000",436.4,4,436.4
495,삼성전자(주),RR05BG005WW,12.95,"25,000",44.7,5,44.7
496,오텍캐리어냉장 주식회사,KRNF566WPS1,46.23,"89,000",565.5,3,565.5
497,오텍캐리어냉장 주식회사,KRNF566PPS1,46.23,"89,000",565.5,3,565.5
498,오텍캐리어냉장 주식회사,KRNF566MPS2,46.23,"89,000",565.5,3,565.5
499,오텍캐리어냉장 주식회사,KRNF436WPS1,41.85,"80,000",436.4,4,436.4
500,오텍캐리어냉장 주식회사,KRNF436NPS1,41.85,"80,000",436.4,4,436.4
501,오텍캐리어냉장 주식회사,KRNC312PSM1,35.5,"68,000",312.5,2,312.5
502,오텍캐리어냉장 주식회사,KRNC312MSM1,35.5,"68,000",312.5,2,312.5
503,오텍캐리어냉장 주식회사,KRNC312ESM1,35.5,"68,000",312.5,2,312.5
504,오텍캐리어냉장 주식회사,KRNC302WEI1,34.55,"66,000",302.1,2,302.1
505,삼성전자(주),RT16BG013WW,26.94,"52,000",152.1,3,152.1
506,주식회사 위니아전자매뉴팩처링,WWRW928GSGAO,52.03,"100,000",870,2,870
507,오텍캐리어냉장 주식회사,KRNF566NPS1,46.23,"89,000",565.5,3,565.5
508,LG전자(주),M873AAA152,50.49,"97,000",877.2,2,877.2
509,주식회사 위니아에이드,WWRC051EEMWWO(A),12.43,"24,000",45,5,45
510,LG전자(주),M873AAA452,51.95,"100,000",879.5,2,879.5
511,LG전자(주),M873GKB152,50.49,"97,000",877.2,2,877.2
512,루컴즈전자 주식회사,BC-47-63H,14.11,"27,000",45,5,45
513,LG전자(주),M873MGG452,51.95,"100,000",879.5,2,879.5
514,LG전자(주),M873GCB452,51.95,"100,000",879.5,2,879.5
515,LG전자(주),M873GBB152,50.49,"97,000",877.2,2,877.2
516,주식회사 위니아,WWRB564GEMDS,42.93,"82,000",515.8,4,515.8
517,LG전자(주),M873GBB452,51.95,"100,000",879.5,2,879.5
518,LG전자(주),M873AAA572,54.65,"105,000",863.1,2,863.1
519,LG전자(주),M873GBB272,54.65,"105,000",863.1,2,863.1
520,LG전자(주),M873AAA272,54.65,"105,000",863.1,2,863.1
521,LG전자(주),M873GKB272,54.65,"105,000",863.1,2,863.1
522,LG전자(주),M873MWW272,54.65,"105,000",863.1,2,863.1
523,LG전자(주),M873GBC472,54.65,"105,000",863.1,2,863.1
524,LG전자(주),M873GBB472,54.65,"105,000",863.1,2,863.1
525,LG전자(주),M873MGB472,54.65,"105,000",863.1,2,863.1
526,LG전자(주),M873AAA472,54.65,"105,000",863.1,2,863.1
527,LG전자(주),M873MWW062,51.64,"99,000",870.2,2,870.2
528,LG전자(주),M873AAA062,51.64,"99,000",870.2,2,870.2
529,LG전자(주),M873SKV572,54.65,"105,000",863.1,2,863.1
530,LG전자(주),M873GBB572,54.65,"105,000",863.1,2,863.1
531,LG전자(주),M873GTB572,54.65,"105,000",863.1,2,863.1
532,LG전자(주),M873GBB062,51.64,"99,000",870.2,2,870.2
533,루컴즈전자 주식회사,R90M1-G,22.39,"43,000",86,4,86
534,LG전자(주),H873GKB312,49.42,"95,000",876.2,2,876.2
535,LG전자(주),H873GWW312,49.42,"95,000",876.2,2,876.2
536,LG전자(주),H873GTB312,49.42,"95,000",876.2,2,876.2
537,LG전자(주),H873GYW312,49.42,"95,000",876.2,2,876.2
538,LG전자(주),M873AAA031,38.25,"73,000",882.1,1,882.1
539,LG전자(주),M873GPB251,42.34,"81,000",872.6,1,872.6
540,LG전자(주),M873AAA251,42.34,"81,000",872.6,1,872.6
541,LG전자(주),M873MGB031,38.25,"73,000",882.1,1,882.1
542,LG전자(주),M873AAA032,46.99,"90,000",882.1,2,882.1
543,LG전자(주),M873MWW032,46.99,"90,000",882.1,2,882.1
544,LG전자(주),M873MWW031,38.25,"73,000",882.1,1,882.1
545,LG전자(주),M873GBB251,42.34,"81,000",872.6,1,872.6
546,LG전자(주),M873AAA041,38.25,"73,000",882.1,1,882.1
547,하이얼 전자판매(주),BC-50,14.25,"27,000",47.1,5,48.9
548,LG전자(주),M873MGB032,46.99,"90,000",882.1,2,882.1
549,LG전자(주),M873GBB041,38.25,"73,000",882.1,1,882.1
550,하이얼 전자판매(주),BCD-95,24.68,"47,000",84.1,4,84.1
551,주식회사 위니아전자매뉴팩처링,WWRW928GEGZE,52.03,"100,000",870,2,870
552,주식회사 위니아전자매뉴팩처링,WWRW928GEGEE,52.03,"100,000",870,2,870
553,주식회사 위니아전자매뉴팩처링,WWRW928GEGDT,52.03,"100,000",870,2,870
554,주식회사 위니아전자매뉴팩처링,WWRW928GEGJL,52.03,"100,000",870,2,870
555,주식회사 위니아전자매뉴팩처링,RW80ESENG2,52.03,"100,000",870,2,870
556,LG전자(주),M873AAA471,43.41,"83,000",868.7,1,868.7
557,LG전자(주),S834BP20,51.64,"99,000",834,2,834
558,LG전자(주),M873GBB471,43.41,"83,000",868.7,1,868.7
559,주식회사 위니아전자매뉴팩처링,WWRY586GSMBM,58.45,"112,000",583,4,583
560,LG전자(주),S634MHH30Q,50.99,"98,000",653.8,3,653.8
561,LG전자(주),D332MCT34,28.15,"54,000",338.3,4,338.3
562,주식회사 위니아전자,WWRG327EEMTS1(A),29.75,"57,000",322,1,322
563,LG전자(주),B332W34,28.15,"54,000",338.3,4,338.3
564,LG전자(주),D332MCK34,28.15,"54,000",338.3,4,338.3
565,주식회사 위니아전자,WWRG327EEMTS1,29.75,"57,000",322,1,322
566,주식회사 위니아전자,EWRG324EEMDW,39.28,"75,000",322,2,322
567,주식회사 위니아전자,EWRC326EEMDB,39.83,"76,000",322,2,322
568,주식회사 위니아전자,HDR-G326LKH,39.28,"75,000",322,2,322
569,LG전자(주),D332MBE34,28.15,"54,000",338.3,4,338.3
570,주식회사 위니아전자,EWRG324EEMDW(A),39.28,"75,000",322,2,322
571,LG전자(주),S834MKE10,51.64,"99,000",834,2,834
572,주식회사 위니아전자,EWRC326EEMDB(A),39.83,"76,000",322,2,322
573,주식회사 위니아전자,WWRC326EEGIV(A),39.83,"76,000",322,2,322
574,주식회사 위니아전자,WKRC326EEGYO,39.83,"76,000",322,2,322
575,주식회사 위니아전자,EWRC326EEMES(A),39.83,"76,000",322,2,322
576,주식회사 위니아전자,EWRG327EEMPS1(A),29.75,"57,000",322,1,322
577,주식회사 위니아전자,WWRG324EEMES(A),39.28,"75,000",322,2,322
578,주식회사 위니아전자,WWRC326EEGIV,39.83,"76,000",322,2,322
579,주식회사 위니아전자,WKRC326EEGYO(A),39.83,"76,000",322,2,322
580,LG전자(주),S834GYW30,51.64,"99,000",834,2,834
581,LG전자(주),S834MEE30,51.64,"99,000",834,2,834
582,LG전자(주),S834MHH30,51.64,"99,000",834,2,834
583,LG전자(주),S834MTE20,51.64,"99,000",834,2,834
584,LG전자(주),S834MTE10,51.64,"99,000",834,2,834
585,주식회사 위니아전자,WWRG324EEMES,39.28,"75,000",322,2,322
586,LG전자(주),M623GBB372,37.57,"72,000",604.6,2,604.6
587,LG전자(주),M623AAA372,37.57,"72,000",604.6,2,604.6
588,LG전자(주),M623GKB372,37.57,"72,000",604.6,2,604.6
589,주식회사 위니아전자매뉴팩처링,WWRY586GSMBB,58.45,"112,000",583,4,583
590,주식회사 위니아전자,WWRC328EEMPS,34.82,"67,000",322,2,322
591,주식회사 위니아전자,EWRC326EEMES,39.83,"76,000",322,2,322
592,주식회사 위니아전자,EWRG327EEMPS1,29.75,"57,000",322,1,322
593,LG전자(주),M623GYW372,37.57,"72,000",604.6,2,604.6
594,주식회사 스타리온성철,B052S14,10.05,"19,000",43,4,43
595,주식회사 스타리온성철,B052W14,10.05,"19,000",43,4,43
596,주식회사 위니아전자매뉴팩처링,WWRK848GTGDY,43.28,"83,000",830,1,830
597,주식회사 위니아전자매뉴팩처링,WWRG818GSJRD1,40.66,"78,000",802,1,802
598,주식회사 위니아전자매뉴팩처링,WWRG818GSJMG1,40.66,"78,000",802,1,802
599,주식회사 위니아전자매뉴팩처링,WWRW928GEGZE1,39.95,"77,000",870,1,870
600,주식회사 위니아전자매뉴팩처링,WWRW928GEGEE1,39.95,"77,000",870,1,870
601,주식회사 위니아전자매뉴팩처링,WWRW928GEGJL1,39.95,"77,000",870,1,870
602,주식회사 위니아전자매뉴팩처링,WWRW928GSGAO1,39.95,"77,000",870,1,870
603,주식회사 위니아전자매뉴팩처링,WWRW928GSGCO1,39.95,"77,000",870,1,870
604,주식회사 위니아전자매뉴팩처링,WWRW928GSGCC1,39.95,"77,000",870,1,870
605,주식회사 위니아전자매뉴팩처링,BWRX918GPGSS1,39.81,"76,000",844.2,1,844.2
606,주식회사 위니아전자매뉴팩처링,WWRV908GFGAP1,38.5,"74,000",854.3,1,854.3
607,주식회사 위니아전자매뉴팩처링,WWRK848GTGUD,43.28,"83,000",830,1,830
608,주식회사 위니아전자매뉴팩처링,WWRK848GTGDD,43.28,"83,000",830,1,830
609,주식회사 위니아전자매뉴팩처링,WWRK848GEGMD1,37.57,"72,000",830,1,830
610,주식회사 위니아전자매뉴팩처링,WWRK848GEGDN1,37.57,"72,000",830,1,830
611,주식회사 위니아전자매뉴팩처링,WWRG818GPJVA1,40.66,"78,000",802,1,802
612,주식회사 위니아전자매뉴팩처링,WWRG818GSJDK1,40.66,"78,000",802,1,802
613,주식회사 위니아전자매뉴팩처링,BWRG818GPJOA1,40.66,"78,000",802,1,802
614,주식회사 위니아전자매뉴팩처링,WWRW928GEGDT1,39.95,"77,000",870,1,870
615,주식회사 위니아전자매뉴팩처링,WWRX918GPGOA1,39.81,"76,000",844.2,1,844.2
616,하이얼 전자판매(주),HRM351MNM,34.93,"67,000",291.7,2,291.7
617,LG전자(주),B332S34,28.15,"54,000",338.3,4,338.3
618,LG전자(주),M873GTB471,43.41,"83,000",868.7,1,868.7
619,LG전자(주),B312W31,26.02,"50,000",321.1,1,321.1
620,LG전자(주),D312MBE31,26.02,"50,000",321.1,1,321.1
621,LG전자(주),D312MCT31,26.02,"50,000",321.1,1,321.1
622,LG전자(주),M623MWW052,32.32,"62,000",611.3,2,611.3
623,LG전자(주),M623GTB052,32.32,"62,000",611.3,2,611.3
624,LG전자(주),M623MWW042,32.32,"62,000",611.3,2,611.3
625,LG전자(주),D312MRH31,26.02,"50,000",321.1,1,321.1
626,LG전자(주),B312DS31,26.02,"50,000",321.1,1,321.1
627,LG전자(주),M623GBB052,32.32,"62,000",611.3,2,611.3
628,LG전자(주),M623GBB042,32.32,"62,000",611.3,2,611.3
629,LG전자(주),M623MGB042,32.32,"62,000",611.3,2,611.3
630,LG전자(주),M623AAA042,32.32,"62,000",611.3,2,611.3
631,LG전자(주),D312MCK31,26.02,"50,000",321.1,1,321.1
632,LG전자(주),D312MRL31,26.02,"50,000",321.1,1,321.1
633,LG전자(주),D312MRN31,26.02,"50,000",321.1,1,321.1
634,롯데하이마트(주),HRF-SN470SM,40.19,"77,000",470.8,3,470.8
635,하이얼 전자판매(주),DE2-34,25.7,"49,000",259,2,259
636,오텍캐리어냉장 주식회사,KRNF566BPS1,46.23,"89,000",565.5,3,565.5
637,롯데하이마트(주),FF4-630,40.19,"77,000",470.8,3,470.8
638,오텍캐리어냉장 주식회사,KRNS438SPH1,36.99,"71,000",438,4,438
639,LG전자(주),H873GCB012,48.62,"93,000",876.2,2,876.2
640,LG전자(주),H873GBC012,48.62,"93,000",876.2,2,876.2
641,LG전자(주),M623AAA052,32.32,"62,000",611.3,2,611.3
642,LG전자(주),H873GBB012,48.62,"93,000",876.2,2,876.2
643,LG전자(주),H873GBP012,48.62,"93,000",876.2,2,876.2
644,LG전자(주),H873MWW012,48.62,"93,000",876.2,2,876.2
645,LG전자(주),H873GPB012,48.62,"93,000",876.2,2,876.2
646,LG전자(주),H873MGB012,48.62,"93,000",876.2,2,876.2
647,(주)화인어프라이언스,RC472304,16.82,"32,000",473.1,1,473.1
648,LG전자(주),H873GPB312,49.42,"95,000",876.2,2,876.2
649,LG전자(주),H873MWW312,49.42,"95,000",876.2,2,876.2
650,LG전자(주),H873GBB312,49.42,"95,000",876.2,2,876.2
651,LG전자(주),H873MGW312,49.42,"95,000",876.2,2,876.2
652,LG전자(주),H873MBG312,49.42,"95,000",876.2,2,876.2
653,이케아코리아 유한회사,HS-65LN(KR) TILLREDA N,9.89,"19,000",43.6,4,43.6
654,삼성전자(주),RF60B91T1AP,28.06,"54,000",601.1,1,601.1
655,이케아코리아 유한회사,HD-332RWEN(KR) SUPERKALL,39.56,"76,000",241.1,3,241.1
656,이케아코리아 유한회사,HS-147RN(KR) LAGAN,14.37,"28,000",115.3,3,115.3
657,LG전자(주),H873MGB312,49.42,"95,000",876.2,2,876.2
658,LG전자(주),B312S31,26.02,"50,000",321.1,1,321.1
659,(주)제이컬렉션,FAB28RDUJ5,17.87,"34,000",266.1,1,266.1
660,(주)제이컬렉션,FAB28RRD5,17.87,"34,000",266.1,1,266.1
661,(주)제이컬렉션,FAB28RPG5,17.87,"34,000",266.1,1,266.1
662,(주)제이컬렉션,FAB30RPK5,22.98,"44,000",283,1,283
663,(주)제이컬렉션,FAB30RLI5,22.98,"44,000",283,1,283
664,(주)제이컬렉션,FAB30LRD5,22.98,"44,000",283,1,283
665,(주)제이컬렉션,FAB10RCR5KR,19.25,"37,000",116.7,3,116.7
666,(주)제이컬렉션,FAB28LOR5,17.87,"34,000",266.1,1,266.1
667,(주)제이컬렉션,FAB28LRD5,17.87,"34,000",266.1,1,266.1
668,(주)제이컬렉션,FAB28ROR5,17.87,"34,000",266.1,1,266.1
669,(주)제이컬렉션,FAB30RPG5,22.98,"44,000",283,1,283
670,(주)제이컬렉션,FAB30ROR5,22.98,"44,000",283,1,283
671,(주)제이컬렉션,FAB30RBL5,22.98,"44,000",283,1,283
672,(주)제이컬렉션,FAB28RCR5,17.87,"34,000",266.1,1,266.1
